,company_ID,company_name,company_pic,company_address,company_phone,company_email,company_field,transaction_date,level_training_process,purchasing_time_patterns,number_of_participants,group,total_payment,satisfaction,communication_channel,complaints,communication_quality,possibility_of_purchasing_the_same_training,frequency_engagement,brand_sustainability,rating_training,tren_mode_factor,interest_in_discount_program,prefered_category,training_ID,training_type,training_name,trainer_name,training_total_meetings,training_price,discount_training,cross_selling,upselling
3771,P3772,CV Kuswandari Wahyuni,Cornelia Napitupulu,"Jl. Lembong No. 9
Pematangsiantar, KB 53635",+62 (006) 574-5943,aris26@example.org,Industri Pengolahan,2030-04-29,4,diskon,12,Group,50400000.0,5,social media,positif,bagus,90,24,80,4,Ya,5,Sales & Marketing Series,B3772,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Rian,17,7000000,40,Professional Selling Skills,Sales Forecasting: for Sales Target Results
3772,P3773,PT Sitorus,Calista Hastuti,"Jalan M.H Thamrin No. 62
Binjai, Sulawesi Utara 50545",082 690 3381,cakrabirawa23@example.com,"Aktivitas Profesional, Ilmiah Dan Teknis",2030-04-30,4,diskon,9,Group,58500000.0,4,social media,positif,bagus,70,18,60,4,Ya,4,Training Series,B3773,Training Series,Comprehensive Train The Trainers,Haris,14,10000000,35,Drill for Trainers: Mastering 10 Core Trainer's Tools,Comprehensive Train The Trainers
3773,P3774,CV Rajata (Persero) Tbk,Ilsa Halim,"Jl. Suryakencana No. 6
Parepare, ST 85198",(073) 086-1284,hari76@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2030-05-01,5,diskon,17,Group,71400000.0,5,social media,positif,bagus,80,27,85,5,Ya,5,Other Series,B3774,Other Series,Health And Safety Environment,Ibun,17,7000000,40,Information Security Awareness,Health And Safety Environment
3774,P3775,UD Saptono Astuti,Cici Pradipta,"Jalan H.J Maemunah No. 1
Samarinda, Jawa Tengah 82709",+62 (275) 496-4540,siraitbagya@example.org,Informasi Dan Komunikasi,2030-05-02,1,bulan,1,Retail,5000000.0,2,email,negatif,buruk,35,5,35,2,Tidak,2,Training Series,B3775,Training Series,Train The Trainer For Outbond (Indoor-outdoor) Activity,Haris,8,5000000,0,Drill for Trainers: Mastering 10 Core Trainer's Tools,Train The Trainer For Outbond (Indoor-outdoor) Activity
3775,P3776,PT Mayasari Tbk,Dewi Hidayat,"Gang Surapati No. 15
Pagaralam, SS 01780",+62 (28) 977-3043,daliono19@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2030-05-03,3,bulan,6,Retail,39900000.0,3,phone,netral,buruk,40,13,40,3,Tidak,2,Other Series,B3776,Other Series,Health And Safety Environment,Iqbal,11,7000000,5,Customer Service Excellence For Basic and Frontliner,Health And Safety Environment
3776,P3777,UD Suryatmi Hasanah,Kamidin Winarsih,"Jalan Pelajar Pejuang No. 678
Cirebon, Kalimantan Tengah 19221",+62 (0858) 262 8530,emandabukke@example.net,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2030-05-04,4,diskon,8,Group,22400000.0,3,social media,positif,bagus,60,15,60,4,Ya,4,Credit & Collection Series,B3777,Credit & Collection Series,Managing Corporate Collection,Ibun,14,4000000,30,Professional Debt Collection Skills,Managing Corporate Collection
3777,P3778,PD Hutapea Tbk,Tantri Winarno,"Gang PHH. Mustofa No. 61
Bima, YO 23572",+62 (14) 635-9179,lwijayanti@example.com,"Kesenian, Hiburan Dan Rekreasi",2030-05-05,5,peristiwa khusus,14,Group,58800000.0,4,social media,positif,bagus,80,26,85,4,Ya,5,Training Series,B3778,Training Series,Comprehensive Train The Trainers,Haris,14,7000000,40,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
3778,P3779,PT Permata (Persero) Tbk,"Dr. Lukman Thamrin, S.Gz","Gang Rungkut Industri No. 6
Denpasar, NB 96358",+62-019-017-5684,kunthara49@example.com,"Pertanian, Kehutanan dan Perikanan",2030-05-06,5,diskon,14,Group,39200000.0,5,social media,positif,bagus,80,22,90,5,Ya,5,Other Series,B3779,Other Series,Health And Safety Environment,Ibun,17,7000000,60,Information Security Awareness,Health And Safety Environment
3779,P3780,Perum Safitri Tbk,dr. Nadia Anggraini,"Jl. Kendalsari No. 0
Banjar, Sulawesi Selatan 05512",+62 (84) 027-7833,citrapermata@example.net,Pengangkutan dan Pergudangan,2030-05-07,3,bulan,6,Retail,59400000.0,3,phone,netral,sedang,40,11,40,3,Tidak,2,HR Series,B3780,HR Series,People (HR) Analytics: For HR & Non HR Professional,Reza,11,11000000,10,Build A Great and Strong Corporate Culture,People (HR) Analytics: For HR & Non HR Professional
3780,P3781,PT Uwais Namaga Tbk,Rahayu Fujiati,"Jalan Astana Anyar No. 914
Batam, Maluku Utara 38008",+62-0730-877-1637,wulandarijaka@example.net,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2030-05-08,5,diskon,18,Group,108000000.0,5,social media,positif,bagus,80,27,80,5,Ya,5,Leadership & Managerial Series,B3781,Leadership & Managerial Series,Analis Data dan Penampilannya bagi Presentase Manajemen,Ibun,17,10000000,40,Effective Time & Activity Management,Analis Data dan Penampilannya bagi Presentase Manajemen
3781,P3782,UD Pangestu Tbk,Jamalia Kusmawati,"Jalan Abdul Muis No. 357
Pariaman, PB 84063",(0393) 893 7037,jsihombing@example.org,"Aktivitas Profesional, Ilmiah Dan Teknis",2030-05-09,4,diskon,20,Group,120000000.0,5,social media,positif,bagus,90,29,80,5,Ya,5,Training Series,B3782,Training Series,Comprehensive Train The Trainers,Haris,17,10000000,40,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
3782,P3783,PT Sudiati Najmudin,"Hj. Ajeng Rajata, S.Pd","Gang Ahmad Yani No. 779
Kendari, Sumatera Barat 04607",(088) 717 7121,yusufyuliarti@example.org,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2030-05-10,2,bulan,4,Retail,23800000.0,3,phone,netral,sedang,50,11,50,3,Tidak,3,Other Series,B3783,Other Series,Health And Safety Environment,Ibun,11,7000000,15,Customer Service Excellence For Basic and Frontliner,Health And Safety Environment
3783,P3784,UD Mulyani Santoso,Perkasa Firgantoro,"Jalan Moch. Ramdan No. 43
Binjai, Banten 38043",+62 (54) 923-2417,emil56@example.com,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2030-05-11,4,diskon,10,Group,35000000.0,4,social media,positif,bagus,75,16,60,3,Ya,4,Other Series,B3784,Other Series,Health And Safety Environment,Ibun,12,5000000,30,Information Security Awareness,Health And Safety Environment
3784,P3785,UD Permata (Persero) Tbk,Hafshah Maryati,"Jl. S. Parman No. 167
Palu, Nusa Tenggara Barat 49671",087 549 8844,najmudinazalea@example.com,"Aktivitas Profesional, Ilmiah Dan Teknis",2030-05-12,3,hari spesifik,5,Retail,23750000.0,3,phone,netral,sedang,40,11,40,3,Tidak,3,Training Series,B3785,Training Series,Train The Trainer For Outbond (Indoor-outdoor) Activity,Haris,10,5000000,5,Drill for Trainers: Mastering 10 Core Trainer's Tools,Train The Trainer For Outbond (Indoor-outdoor) Activity
3785,P3786,Perum Sinaga Mangunsong,"Dimas Saptono, S.Sos","Gang Kendalsari No. 255
Bengkulu, NT 91997",+62 (41) 181 8259,galur19@example.net,Konstruksi,2030-05-13,5,diskon,13,Group,54600000.0,4,social media,positif,bagus,90,24,85,4,Ya,5,Sales & Marketing Series,B3786,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Rian,17,7000000,40,Managing Corporate Collection,Sales Forecasting: for Sales Target Results
3786,P3787,UD Tamba Hardiansyah,Ir. Harsana Maryati,"Jl. Kiaracondong No. 84
Depok, Lampung 15307",+62-040-040-5650,ilestari@example.net,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,2030-05-14,4,musiman,11,Group,53900000.0,4,social media,positif,bagus,70,18,60,3,Ya,4,Sales & Marketing Series,B3787,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Rian,14,7000000,30,Marketing Research For Business Using SPSS,Sales Forecasting: for Sales Target Results
3787,P3788,PD Jailani Halimah (Persero) Tbk,"R. Warji Rahimah, S.Gz","Gg. KH Amin Jasuta No. 8
Tebingtinggi, RI 93332",+62-935-080-8483,lwidodo@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,2030-05-15,3,diskon,4,Retail,41800000.0,3,phone,netral,sedang,50,12,50,3,Tidak,3,HR Series,B3788,HR Series,People (HR) Analytics: For HR & Non HR Professional,Reza,11,11000000,5,Planning and organizing for stellar performance,People (HR) Analytics: For HR & Non HR Professional
3788,P3789,Perum Usamah Prakasa Tbk,"Ir. Wardi Tamba, S.E.","Gang Jayawijaya No. 0
Tebingtinggi, KI 56607",+62-24-620-5256,emonglaksmiwati@example.net,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2030-05-16,4,musiman,8,Group,44800000.0,4,social media,positif,buruk,75,18,75,4,Ya,3,Other Series,B3789,Other Series,Health And Safety Environment,Ibun,14,7000000,20,Information Security Awareness,Health And Safety Environment
3789,P3790,PT Wacana Tbk,"Fitriani Lazuardi, S.Sos","Jalan Rungkut Industri No. 01
Mataram, SS 10544",+62-0636-555-7217,umahendra@example.net,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2030-05-17,5,diskon,16,Group,57600000.0,5,social media,positif,bagus,80,27,80,5,Ya,5,Office & Administration Series,B3790,Office & Administration Series,Interactive Dashboard with Microsoft Excel,Iqbal,17,6000000,40,Secretary Development Program,Interactive Dashboard with Microsoft Excel
3790,P3791,PT Permadi Sinaga Tbk,Atma Lailasari,"Jalan Raya Setiabudhi No. 9
Salatiga, Maluku 35505",+62 (0712) 667 2855,yuliantiaswani@example.org,"Aktivitas Profesional, Ilmiah Dan Teknis",2030-05-18,5,peristiwa khusus,20,Group,120000000.0,5,social media,positif,bagus,80,26,85,5,Ya,5,Training Series,B3791,Training Series,Comprehensive Train The Trainers,Haris,17,10000000,40,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
3791,P3792,CV Oktaviani Nugroho (Persero) Tbk,drg. Faizah Hutapea,"Gang Ahmad Dahlan No. 961
Pasuruan, JA 65246",+62 (005) 571-6017,saptonogading@example.com,"Aktivitas Profesional, Ilmiah Dan Teknis",2030-05-19,4,peristiwa khusus,20,Group,50000000.0,4,social media,positif,bagus,80,22,85,4,Ya,5,Finance Series,B3792,Finance Series,International Banking Facility,Alam,15,5000000,50,Cash Flow & Credit Management,International Banking Facility
3792,P3793,UD Hutagalung Habibi,Cawisadi Manullang,"Jalan Gegerkalong Hilir No. 590
Bontang, Sumatera Utara 53074",+62 (0643) 876 9287,ipertiwi@example.org,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,2030-05-20,4,diskon,17,Group,93500000.0,5,social media,positif,bagus,80,22,85,4,Ya,5,Training Series,B3793,Training Series,Comprehensive Train The Trainers,Haris,17,10000000,45,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
3793,P3794,CV Mandasari Tbk,"Ratna Handayani, S.IP","Jl. Pasir Koja No. 902
Banda Aceh, Banten 00919",088 598 5779,ppradipta@example.org,"Kesenian, Hiburan Dan Rekreasi",2030-05-21,3,diskon,6,Retail,54000000.0,3,social media,netral,bagus,50,11,50,3,Tidak,3,Training Series,B3794,Training Series,Comprehensive Train The Trainers,Haris,11,10000000,10,Drill for Trainers: Mastering 10 Core Trainer's Tools,Comprehensive Train The Trainers
3794,P3795,UD Pratiwi Maryadi,drg. Cemani Nurdiyanti,"Jl. Kendalsari No. 67
Bogor, Aceh 30940",+62-69-947-0682,hasanpuspasari@example.org,Aktivitas Badan Internasional Dan Badan Ekstra Internasional Lainnya,2030-05-22,3,diskon,7,Group,61600000.0,3,social media,positif,bagus,70,19,65,4,Ya,4,HR Series,B3795,HR Series,Build A Great and Strong Corporate Culture,Reza,14,11000000,20,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
3795,P3796,CV Ardianto,"Hj. Eka Marbun, S.E.","Gang Moch. Ramdan No. 3
Tegal, BT 13365",+62-090-477-6505,dodoputra@example.com,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2030-05-23,5,peristiwa khusus,18,Group,43200000.0,5,social media,positif,bagus,90,27,85,5,Ya,5,Training Series,B3796,Training Series,Train The Trainer For Outbond (Indoor-outdoor) Activity,Haris,17,6000000,60,Comprehensive Train The Trainers,Train The Trainer For Outbond (Indoor-outdoor) Activity
3796,P3797,Perum Permata (Persero) Tbk,Maria Sitompul,"Jalan Bangka Raya No. 939
Yogyakarta, Kalimantan Tengah 01564",+62-20-610-8283,permatawirda@example.org,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2030-05-24,4,diskon,11,Group,35200000.0,3,social media,positif,buruk,65,16,60,4,Ya,3,Sales & Marketing Series,B3797,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Rian,11,4000000,20,Professional Selling Skills,Sales Forecasting: for Sales Target Results
3797,P3798,PD Hutasoit,Nasrullah Dongoran,"Gang Dipatiukur No. 563
Gorontalo, KS 10581",088 662 3703,tpuspasari@example.com,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,2030-05-25,4,diskon,13,Group,85800000.0,5,social media,positif,bagus,80,20,85,5,Ya,5,HR Series,B3798,HR Series,Build A Great and Strong Corporate Culture,Reza,17,11000000,40,Planning and organizing for stellar performance,Build A Great and Strong Corporate Culture
3798,P3799,UD Pangestu Laksita Tbk,Hesti Firmansyah,"Gg. Kapten Muslihat No. 4
Sungai Penuh, Sumatera Barat 95438",+62 (573) 322-7204,nadinesuryono@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",2030-05-26,5,diskon,18,Group,108000000.0,5,social media,positif,bagus,85,27,90,5,Ya,5,Training Series,B3799,Training Series,Comprehensive Train The Trainers,Haris,17,10000000,40,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
3799,P3800,CV Maheswara,"Salwa Widiastuti, M.Farm","Jl. R.E Martadinata No. 69
Kota Administrasi Jakarta Pusat, Kepulauan Riau 88636",+62-034-015-7705,prima65@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",2030-05-27,5,diskon,17,Group,68000000.0,5,social media,positif,bagus,85,29,80,5,Ya,5,Training Series,B3800,Training Series,Comprehensive Train The Trainers,Haris,17,10000000,60,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
3800,P3801,PT Halimah Simanjuntak (Persero) Tbk,"Bakda Tamba, S.Sos","Gg. Soekarno Hatta No. 99
Tomohon, Kepulauan Bangka Belitung 94673",+62 (047) 422 8794,mmardhiyah@example.net,"Pertanian, Kehutanan dan Perikanan",2030-05-28,5,diskon,13,Group,31200000.0,4,social media,positif,bagus,85,26,80,5,Ya,5,Other Series,B3801,Other Series,Health And Safety Environment,Ibun,14,4000000,40,Information Security Awareness,Health And Safety Environment
3801,P3802,PD Ardianto (Persero) Tbk,Paiman Sihotang,"Gang Jayawijaya No. 49
Kota Administrasi Jakarta Timur, Kalimantan Selatan 57211",0897130412,hariyahmaryadi@example.org,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2030-05-29,4,diskon,9,Group,57600000.0,3,social media,positif,bagus,75,18,60,4,Ya,3,HR Series,B3802,HR Series,Build A Great and Strong Corporate Culture,Reza,11,8000000,20,Planning and organizing for stellar performance,Build A Great and Strong Corporate Culture
3802,P3803,PT Wibisono Agustina,Warsita Yolanda,"Jalan Kutai No. 7
Denpasar, Sulawesi Tenggara 89269",(062) 826 3990,anita53@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2030-05-30,2,bulan,2,Retail,8000000.0,2,email,negatif,buruk,25,7,35,2,Tidak,2,Other Series,B3803,Other Series,Information Security Awareness,Ibun,8,4000000,0,Customer Service Excellence For Basic and Frontliner,Information Security Awareness
3803,P3804,PT Melani,"Bahuraksa Marbun, S.IP","Jalan KH Amin Jasuta No. 5
Dumai, DI Yogyakarta 27165",+62 (072) 022 2724,bpermadi@example.net,Pengangkutan dan Pergudangan,2030-05-31,4,diskon,15,Group,82500000.0,5,social media,positif,bagus,80,20,80,5,Ya,5,HR Series,B3804,HR Series,Build A Great and Strong Corporate Culture,Lukas,17,11000000,50,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
3804,P3805,Perum Samosir,Atmaja Saputra,"Jl. Raya Setiabudhi No. 1
Batam, Nusa Tenggara Barat 34822",(039) 542-0718,dfarida@example.com,"Kesenian, Hiburan Dan Rekreasi",2030-06-01,4,diskon,15,Group,90000000.0,5,social media,positif,bagus,80,25,80,5,Ya,5,Training Series,B3805,Training Series,Comprehensive Train The Trainers,Haris,17,10000000,40,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
3805,P3806,Perum Sihotang Maulana Tbk,Dwi Sihombing,"Jalan Moch. Ramdan No. 554
Dumai, Lampung 49401",(004) 974-3661,utamajail@example.net,Aktivitas Badan Internasional Dan Badan Ekstra Internasional Lainnya,2030-06-02,5,diskon,13,Group,54600000.0,4,social media,positif,bagus,80,27,90,5,Ya,5,Sales & Marketing Series,B3806,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Rian,17,7000000,40,Professional Selling Skills,Sales Forecasting: for Sales Target Results
3806,P3807,PT Pudjiastuti (Persero) Tbk,R. Dian Hardiansyah,"Gang Sadang Serang No. 29
Ternate, BA 36498",088 326 3114,mandalatiara@example.net,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2030-06-03,5,diskon,18,Group,75600000.0,5,social media,positif,bagus,80,27,85,4,Ya,5,Other Series,B3807,Other Series,Health And Safety Environment,Ibun,17,7000000,40,Information Security Awareness,Health And Safety Environment
3807,P3808,PD Hardiansyah Usada,Yessi Haryanto,"Jl. Laswi No. 4
Metro, KS 07574",+62-0589-192-7804,sdamanik@example.net,Pendidikan,2030-06-04,4,diskon,17,Group,53550000.0,4,social media,positif,bagus,90,26,85,5,Ya,5,Training Series,B3808,Training Series,Comprehensive Train The Trainers,Haris,14,7000000,55,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
3808,P3809,PD Lailasari Tbk,Jayeng Saputra,"Jalan Astana Anyar No. 96
Purwokerto, NT 62370",+62-003-945-3536,nasab06@example.com,Pengangkutan dan Pergudangan,2030-06-05,4,diskon,20,Group,108000000.0,5,social media,positif,bagus,90,29,85,5,Ya,5,HR Series,B3809,HR Series,Build A Great and Strong Corporate Culture,Lukas,15,9000000,40,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
3809,P3810,CV Kuswandari Irawan (Persero) Tbk,"Dr. Gatot Saputra, S.Pd","Gg. Pasteur No. 97
Banjar, LA 84103",+62 (627) 295-5962,zulkarnainnalar@example.net,"Kesenian, Hiburan Dan Rekreasi",2030-06-06,3,peristiwa khusus,7,Group,45500000.0,4,social media,positif,sedang,65,18,60,4,Ya,3,Training Series,B3810,Training Series,Comprehensive Train The Trainers,Haris,14,10000000,35,Drill for Trainers: Mastering 10 Core Trainer's Tools,Comprehensive Train The Trainers
3810,P3811,Perum Manullang Suryatmi,Eli Mardhiyah,"Gg. Veteran No. 85
Kota Administrasi Jakarta Utara, Jawa Tengah 79391",+62 (092) 766-6974,alika39@example.com,"Kesenian, Hiburan Dan Rekreasi",2030-06-07,3,bulan,4,Retail,38000000.0,3,phone,netral,sedang,40,10,50,2,Tidak,3,Training Series,B3811,Training Series,Comprehensive Train The Trainers,Haris,11,10000000,5,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
3811,P3812,PD Prastuti Tbk,Jarwi Purnawati,"Gang Pasir Koja No. 999
Palopo, Lampung 45677",+62 (976) 814 8228,galarmelani@example.org,Aktivitas Jasa Lainnya,2030-06-08,4,diskon,8,Group,57200000.0,3,social media,positif,bagus,60,17,70,4,Ya,4,HR Series,B3812,HR Series,People (HR) Analytics: For HR & Non HR Professional,Lukas,14,11000000,35,Build A Great and Strong Corporate Culture,People (HR) Analytics: For HR & Non HR Professional
3812,P3813,UD Situmorang (Persero) Tbk,Dr. Wirda Handayani,"Jalan Cihampelas No. 6
Lhokseumawe, PA 86285",0855739200,nutama@example.com,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2030-06-09,2,bulan,2,Retail,8000000.0,2,social media,negatif,bagus,25,6,30,2,Tidak,2,Other Series,B3813,Other Series,Information Security Awareness,Iqbal,8,4000000,0,Customer Service Excellence For Basic and Frontliner,Information Security Awareness
