,company_ID,company_name,company_pic,company_address,company_phone,company_email,company_field,transaction_date,level_training_process,purchasing_time_patterns,number_of_participants,group,total_payment,satisfaction,communication_channel,complaints,communication_quality,possibility_of_purchasing_the_same_training,frequency_engagement,brand_sustainability,rating_training,tren_mode_factor,interest_in_discount_program,training_ID,trainer_name,training_total_meetings,training_price,discount_training,training_type,training_name,cross_selling,upselling
4222,P4223,PT Megantara Pangestu (Persero) Tbk,Faizah Utama,"Jl. Wonoayu No. 573
Sukabumi, Bengkulu 01737",+62 (50) 762 7127,csiregar@example.com,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2031-07-24,1,bulan,15,Retail,15480000.0,2,phone,negatif,sedang,20,2,9,4,Tidak,2,B4223,Iqbal,17,6000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4223,P4224,Perum Handayani Siregar (Persero) Tbk,"Ir. Yulia Simbolon, S.T.","Jl. Jamika No. 4
Sukabumi, Bengkulu 29834",083 825 8291,kusuma40@example.net,Pertambangan dan Penggalian,2031-07-25,2,hari spesifik,17,Retail,19350000.0,2,email,negatif,sedang,20,2,9,5,Tidak,2,B4224,Iqbal,16,5000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4224,P4225,PD Setiawan,Radit Haryanto,"Gang Pasteur No. 28
Kota Administrasi Jakarta Pusat, AC 41691",+62 (007) 236 4276,anawaluyo@example.com,"Kesenian, Hiburan Dan Rekreasi",2031-07-26,1,hari spesifik,3,Retail,19350000.0,2,email,netral,buruk,23,2,9,3,Tidak,2,B4225,Haris,11,6000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4225,P4226,CV Waskita Rajasa,Cawisadi Maheswara,"Jl. Rajiman No. 792
Bukittinggi, KS 10250",+62 (043) 885-5939,satyawastuti@example.com,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2031-07-27,2,hari spesifik,8,Retail,19350000.0,2,email,negatif,sedang,28,2,9,3,Tidak,2,B4226,Iqbal,14,6000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4226,P4227,PT Uwais Kuswandari Tbk,Maman Prayoga,"Gg. Pelajar Pejuang No. 3
Jayapura, RI 23149",(0834) 458 8570,mumpuniutami@example.net,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2031-07-28,2,hari spesifik,20,Retail,19350000.0,1,email,netral,buruk,25,2,9,5,Tidak,2,B4227,Ibun,15,5000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4227,P4228,PT Budiman Tampubolon,R. Pangeran Natsir,"Gang Ciwastra No. 99
Cirebon, AC 88629",+62 (42) 117 7037,mandalakalim@example.org,"Kesenian, Hiburan Dan Rekreasi",2031-07-29,1,bulan,3,Retail,15480000.0,2,phone,netral,sedang,24,2,9,2,Tidak,2,B4228,Ibun,11,11000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4228,P4229,CV Prasetya Tbk,Tgk. Icha Suartini,"Jalan Cempaka No. 0
Payakumbuh, SU 40554",083 930 1907,fujiatiomar@example.com,Informasi Dan Komunikasi,2031-07-30,2,bulan,3,Retail,15480000.0,2,phone,netral,sedang,24,2,9,3,Tidak,2,B4229,Haris,11,10000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4229,P4230,PT Mandasari Tbk,Ir. Sadina Hutasoit,"Gang Abdul Muis No. 464
Bima, Sulawesi Tengah 91793",+62 (58) 653 7529,mahfud74@example.com,Konstruksi,2031-07-31,2,bulan,6,Retail,15480000.0,1,phone,netral,sedang,25,2,9,3,Tidak,2,B4230,Rian,11,8000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4230,P4231,PT Kurniawan Januar (Persero) Tbk,"T. Ismail Hutapea, S.T.","Jl. Abdul Muis No. 079
Surabaya, Kalimantan Utara 85794",(0149) 604 8739,harimurtipurnawati@example.org,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,2031-08-01,1,hari spesifik,2,Retail,19350000.0,2,email,negatif,buruk,25,2,9,1,Tidak,2,B4231,Haris,6,3000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4231,P4232,Perum Saputra Tbk,Lala Hutagalung,"Jl. Cikutra Timur No. 23
Palopo, Sulawesi Tenggara 31750",+62-0003-197-8675,abyasawahyuni@example.org,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2031-08-02,2,bulan,5,Retail,19350000.0,1,email,negatif,buruk,26,2,9,3,Tidak,2,B4232,Ibun,10,4000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4232,P4233,PT Tarihoran Prasasta,"Kasim Aryani, S.E.","Gang Jayawijaya No. 34
Madiun, Aceh 68252",+62 (034) 092 2514,yuni65@example.org,"Pertanian, Kehutanan dan Perikanan",2031-08-03,2,bulan,13,Retail,19350000.0,2,phone,negatif,sedang,28,2,9,5,Tidak,2,B4233,Ibun,16,6000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4233,P4234,PD Saefullah Laksmiwati,Anita Waskita,"Gg. Sukajadi No. 218
Kediri, Jambi 18492",+62-0305-072-9819,oliviasihotang@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,2031-08-04,1,hari spesifik,3,Retail,19350000.0,1,email,negatif,buruk,21,2,9,2,Tidak,2,B4234,Lukas,11,11000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4234,P4235,PT Hastuti,Dalima Wahyudin,"Jalan Ciumbuleuit No. 93
Salatiga, JK 58121",+62-36-610-3886,cengkalandriani@example.net,"Kesenian, Hiburan Dan Rekreasi",2031-08-05,1,hari spesifik,17,Retail,19600000.0,2,email,negatif,buruk,26,2,9,5,Tidak,2,B4235,Haris,17,10000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4235,P4236,Perum Palastri Tbk,dr. Jayeng Adriansyah,"Jl. Moch. Toha No. 577
Kota Administrasi Jakarta Selatan, BE 37401",+62 (0499) 316-6795,keisha91@example.net,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2031-08-06,1,hari spesifik,15,Retail,19350000.0,2,email,negatif,sedang,29,2,9,5,Tidak,2,B4236,Ibun,17,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4236,P4237,PT Maryati Tbk,drg. Maimunah Yuniar,"Gang Cempaka No. 1
Solok, KB 65657",(0392) 837 6232,wawanfirgantoro@example.net,"Pertanian, Kehutanan dan Perikanan",2031-08-07,1,hari spesifik,13,Retail,15680000.0,1,email,negatif,buruk,24,2,9,5,Tidak,2,B4237,Ibun,17,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4237,P4238,UD Najmudin Tbk,Azalea Utama,"Gg. Veteran No. 014
Banjarmasin, Kalimantan Utara 23533",+62 (859) 322 4741,daniswara14@example.org,Pertambangan dan Penggalian,2031-08-08,2,bulan,18,Retail,19350000.0,2,phone,negatif,buruk,29,2,9,5,Tidak,2,B4238,Iqbal,15,4000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4238,P4239,Perum Zulkarnain Natsir,Himawan Mandala,"Gg. Yos Sudarso No. 812
Pekalongan, BB 38657",+62 (90) 137-9100,catur66@example.com,Informasi Dan Komunikasi,2031-08-09,2,hari spesifik,15,Retail,15480000.0,1,email,netral,buruk,25,2,9,5,Tidak,2,B4239,Ibun,17,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4239,P4240,PT Budiman Hartati,Cawisono Laksita,"Gg. Rawamangun No. 566
Makassar, Gorontalo 14545",+62 (689) 333-4863,cakrabuana83@example.net,Konstruksi,2031-08-10,2,bulan,10,Retail,15480000.0,2,phone,negatif,buruk,22,2,9,4,Tidak,2,B4240,Reza,14,11000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4240,P4241,CV Megantara Nasyiah Tbk,Mutia Ramadan,"Jl. Otto Iskandardinata No. 6
Cilegon, SN 46268",+62 (058) 597 2281,luhung23@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",2031-08-11,1,hari spesifik,7,Retail,19350000.0,1,phone,negatif,sedang,21,2,9,3,Tidak,2,B4241,Ibun,11,4000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4241,P4242,PT Rajata Wibisono,Najib Hassanah,"Gang Ronggowarsito No. 022
Meulaboh, JT 68639",+62-019-720-2858,zahrahidayat@example.com,Industri Pengolahan,2031-08-12,1,bulan,16,Retail,19350000.0,1,email,netral,sedang,28,2,9,5,Tidak,2,B4242,Reza,17,11000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4242,P4243,PT Napitupulu Thamrin (Persero) Tbk,"Cakrabuana Natsir, S.H.","Jl. Setiabudhi No. 923
Tarakan, JK 87918",+62 (042) 411-5346,nasyidahaswani@example.com,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2031-08-13,2,bulan,2,Retail,15480000.0,1,phone,negatif,sedang,26,2,9,1,Tidak,2,B4243,Reza,7,9000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4243,P4244,CV Waskita,Siti Sinaga,"Jalan Kutisari Selatan No. 46
Serang, Bali 81446",+62 (897) 409 9838,amaheswara@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2031-08-14,1,bulan,6,Retail,15480000.0,2,email,netral,sedang,24,2,9,3,Tidak,2,B4244,Ibun,11,5000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4244,P4245,UD Nasyiah,Kasiyah Uyainah,"Gang Pelajar Pejuang No. 875
Pagaralam, Kepulauan Riau 96112",+62-109-084-0274,nadinesaefullah@example.net,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2031-08-15,2,bulan,15,Retail,15480000.0,1,email,negatif,buruk,27,2,9,4,Tidak,2,B4245,Ibun,17,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4245,P4246,CV Nainggolan Pudjiastuti,Harjaya Laksita,"Jl. M.H Thamrin No. 68
Tasikmalaya, Gorontalo 43886",+62 (770) 265 3148,pangestuihsan@example.net,Aktivitas Badan Internasional Dan Badan Ekstra Internasional Lainnya,2031-08-16,2,hari spesifik,12,Retail,19350000.0,1,email,negatif,sedang,23,2,9,5,Tidak,2,B4246,Rian,17,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4246,P4247,Perum Wijayanti Tbk,"Makuta Kuswandari, S.Kom","Jalan Laswi No. 06
Bitung, Sulawesi Tenggara 65990",(0105) 417 5582,kagustina@example.com,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2031-08-17,2,bulan,8,Retail,19350000.0,1,email,negatif,sedang,21,2,9,4,Tidak,2,B4247,Rian,11,4000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4247,P4248,PD Simbolon,"Gina Sirait, S.Pt","Jl. Moch. Toha No. 26
Denpasar, Maluku 76287",(055) 843 8021,malapalastri@example.com,"Aktivitas Profesional, Ilmiah Dan Teknis",2031-08-18,2,bulan,5,Retail,19350000.0,1,phone,netral,buruk,25,2,9,3,Tidak,2,B4248,Haris,11,10000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4248,P4249,UD Oktaviani Ardianto (Persero) Tbk,"Paulin Situmorang, S.Psi","Gang Asia Afrika No. 858
Bandar Lampung, Gorontalo 01444",+62-059-202-9929,rprasetya@example.com,Pertambangan dan Penggalian,2031-08-19,1,bulan,13,Retail,15480000.0,2,email,negatif,buruk,29,2,9,4,Tidak,2,B4249,Ibun,17,10000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4249,P4250,Perum Iswahyudi Sihombing Tbk,Jamal Halim,"Gg. Sadang Serang No. 221
Tangerang, SS 35992",+62 (360) 718-3487,mansurjoko@example.org,Informasi Dan Komunikasi,2031-08-20,2,hari spesifik,14,Retail,15480000.0,2,phone,netral,buruk,25,2,9,5,Tidak,2,B4250,Haris,17,10000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4250,P4251,Perum Budiman (Persero) Tbk,"Ira Yulianti, S.Pd","Gang Abdul Muis No. 433
Tegal, PA 76407",+62-0853-625-6214,ajeng17@example.net,Aktivitas Keuangan dan Asuransi,2031-08-21,1,hari spesifik,14,Retail,19350000.0,1,email,negatif,sedang,21,2,9,4,Tidak,2,B4251,Iqbal,17,4000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4251,P4252,PD Nurdiyanti,drg. Syahrini Puspita,"Jl. Ciwastra No. 8
Depok, Nusa Tenggara Timur 81436",+62 (017) 111 4888,hasansuwarno@example.net,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2031-08-22,1,bulan,9,Retail,15480000.0,1,email,netral,buruk,27,2,9,4,Tidak,2,B4252,Ibun,14,4000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4252,P4253,PT Tampubolon Maheswara Tbk,"drg. Taswir Santoso, S.Pd","Gang Surapati No. 899
Parepare, Sulawesi Barat 58157",+62 (088) 840-0799,samsulprakasa@example.com,"Pertanian, Kehutanan dan Perikanan",2031-08-23,2,bulan,4,Retail,15480000.0,1,email,negatif,buruk,28,2,9,3,Tidak,2,B4253,Ibun,11,5000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4253,P4254,UD Mustofa Safitri Tbk,"Dt. Gamanto Lazuardi, S.H.","Gang Ronggowarsito No. 26
Surakarta, Bali 89509",+62-079-424-5668,bgunawan@example.com,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2031-08-24,2,bulan,4,Retail,15480000.0,1,email,netral,sedang,29,2,9,2,Tidak,2,B4254,Rian,9,6000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4254,P4255,PT Yulianti (Persero) Tbk,Mustofa Saptono,"Gang Rumah Sakit No. 6
Kota Administrasi Jakarta Selatan, Kalimantan Timur 61744",+62 (65) 176 5357,xoktaviani@example.net,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,2031-08-25,1,hari spesifik,17,Retail,15480000.0,1,email,negatif,buruk,28,2,10,5,Tidak,2,B4255,Haris,14,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4255,P4256,PD Firmansyah Tbk,Ir. Laswi Budiman,"Jl. Abdul Muis No. 904
Tangerang Selatan, Nusa Tenggara Barat 80715",+62 (0412) 096-9979,mastuti@example.org,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2031-08-26,1,hari spesifik,10,Retail,15480000.0,2,email,negatif,sedang,20,2,9,4,Tidak,2,B4256,Haris,14,10000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4256,P4257,UD Prayoga Sudiati,Tgk. Siska Tamba,"Gg. Kutai No. 497
Surabaya, Jambi 98665",+62-054-079-6414,tarihorantina@example.com,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2031-08-27,1,hari spesifik,8,Retail,19350000.0,1,email,netral,sedang,25,2,9,3,Tidak,2,B4257,Ibun,11,4000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4257,P4258,PT Najmudin,R.A. Puji Adriansyah,"Jl. HOS. Cokroaminoto No. 0
Pekanbaru, YO 08543",+62-068-346-1345,aniwibowo@example.net,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2031-08-28,2,bulan,1,Retail,15480000.0,1,email,negatif,sedang,25,2,9,1,Tidak,2,B4258,Ibun,8,4000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4258,P4259,UD Ardianto (Persero) Tbk,Wadi Saputra,"Jl. Wonoayu No. 87
Sabang, NT 77447",(0712) 293-5038,ramadanbambang@example.com,"Pertanian, Kehutanan dan Perikanan",2031-08-29,2,bulan,9,Retail,15480000.0,2,phone,negatif,sedang,20,2,9,3,Tidak,2,B4259,Haris,14,6000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4259,P4260,CV Salahudin Pranowo,Dt. Cawuk Hastuti,"Gang Bangka Raya No. 849
Mataram, SR 24672",(0731) 642-8007,titinmustofa@example.com,"Pertanian, Kehutanan dan Perikanan",2031-08-30,1,hari spesifik,18,Retail,19350000.0,2,email,netral,sedang,20,2,10,4,Tidak,2,B4260,Ibun,17,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4260,P4261,CV Kusumo Wijaya,Ade Suryatmi,"Jalan Jend. A. Yani No. 06
Palembang, Jambi 27805",+62-018-437-2769,esimbolon@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,2031-08-31,1,hari spesifik,8,Retail,19350000.0,2,email,netral,sedang,26,2,9,3,Tidak,2,B4261,Reza,14,11000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4261,P4262,PD Tamba (Persero) Tbk,"Tgk. Elvina Waluyo, S.I.Kom","Jl. Laswi No. 1
Tanjungbalai, SN 51367",083 103 7985,padmasarizamira@example.com,Aktivitas Jasa Lainnya,2031-09-01,2,hari spesifik,2,Retail,19350000.0,1,email,netral,sedang,25,2,9,2,Tidak,2,B4262,Reza,8,10000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4262,P4263,PD Sihombing Astuti,Damu Hartati,"Gang Laswi No. 34
Padangpanjang, MU 73957",081 830 9378,dsitorus@example.org,Industri Pengolahan,2031-09-02,1,hari spesifik,20,Retail,19350000.0,1,phone,netral,buruk,26,2,9,4,Tidak,2,B4263,Reza,16,10000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4263,P4264,Perum Mandala,Farah Anggraini,"Gg. Ciwastra No. 31
Kota Administrasi Jakarta Timur, SR 15629",+62 (040) 595 8266,gamanto20@example.com,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2031-09-03,1,hari spesifik,7,Retail,19350000.0,1,email,negatif,sedang,25,2,9,3,Tidak,2,B4264,Ibun,14,4000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4264,P4265,UD Susanti Putra,"R.M. Bancar Firgantoro, S.Kom","Gg. Sukajadi No. 00
Pagaralam, Kalimantan Tengah 03577",+62 (046) 819-2182,susantiharja@example.com,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2031-09-04,2,hari spesifik,4,Retail,19350000.0,1,phone,netral,sedang,22,2,9,3,Tidak,2,B4265,Ibun,11,5000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
